obs_date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,weather
8/12/2017,27.5,20.7,34,0,,,13.6,,,,hot_breezy
8/13/2017,25.9,20.3,31.8,0,,,14.1,,,,hot_windy
8/14/2017,23.2,18.6,30.4,0,,,18,,,,warm_windy
8/15/2017,21.9,18,28.7,0,,,19.1,,,,warm_windy
8/16/2017,22.7,17.4,29.2,0,,,19.6,,,,warm_windy
8/17/2017,24.5,19.9,32.6,0,,,25.8,,,,warm_stormy
8/18/2017,23.8,19.1,29.6,0,,,22.2,,,,warm_stormy
8/19/2017,24.6,19.6,31.6,0,,,21.8,,,,warm_stormy
8/20/2017,25.9,21.7,33.9,0,,,12.7,,,,hot_breezy
8/21/2017,24.7,20.3,29.7,0,,,15.2,,,,warm_windy
8/22/2017,23.6,18.5,31.1,0,,,10.1,,,,warm_breezy
8/23/2017,23.4,19,30.8,0,,,15.7,,,,warm_windy
8/24/2017,22,18.1,28.6,0,,,16.7,,,,warm_windy
8/25/2017,22.2,16.2,27.8,0,,,12.9,,,,warm_breezy
8/26/2017,23.4,20.1,28.8,0,,,11.1,,,,warm_breezy
8/27/2017,21.2,18.6,25.8,0,,,13.1,,,,warm_breezy
8/28/2017,19.8,17.8,25.2,4.1,,,7.9,,,,mild_light_rain
8/29/2017,20.2,17.5,23.7,0.7,,,12.3,,,,warm_light_rain
8/30/2017,21.3,17.6,26.7,0,,,14.8,,,,warm_windy
8/31/2017,21.7,17.5,28.2,0,,,20,,,,warm_stormy
